,G,Date,Team,Home/Away,Opp,W/L,Team Score,Oponent Score,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Home Indicator,Win Indicator,Team ORtg,Team DRtg,Team Pace,Team FTr,Team 3PAr,Team TS%,Team TRB%,Team AST%,Team STL%,Team BLK%,Team eFG%,Team TOV%,Team ORB%,Team FT/FGA,Opponent eFG%,Opponent TOV%,Opponent DRB%,Opponent FT/FGA
3,4,2017-10-25,DEN,Away,CHO,L,93,110,38,100,0.38,8,31,0.258,9,15,0.6,18,51,18,6,1,13,23,38,81,0.469,13,31,0.419,21,26,0.8079999999999999,10,50,17,5,5,14,16,0,0,96.3,113.9,96.6,0.15,0.31,0.436,50.5,47.4,6.2,2.0,0.42,10.9,31.0,0.09,0.5489999999999999,13.2,76.7,0.259
4,5,2017-10-27,DEN,Away,ATL,W,105,100,42,91,0.462,4,20,0.2,17,23,0.7390000000000001,11,46,24,8,4,11,12,37,89,0.41600000000000004,14,33,0.424,12,12,1.0,11,43,23,7,4,12,21,0,1,110.4,105.1,95.1,0.253,0.22,0.519,51.7,57.1,8.4,7.1,0.484,9.8,25.6,0.187,0.494,11.3,76.1,0.135
5,6,2017-10-29,DEN,Away,BRK,W,124,111,47,94,0.5,11,20,0.55,19,22,0.8640000000000001,4,46,23,7,7,6,22,39,96,0.406,12,31,0.387,21,31,0.677,17,56,24,5,4,15,18,0,1,118.1,105.7,105.0,0.23399999999999999,0.213,0.598,45.1,48.9,6.7,10.8,0.5589999999999999,5.5,9.3,0.20199999999999999,0.469,12.0,71.2,0.21899999999999997
6,7,2017-10-30,DEN,Away,NYK,L,110,116,35,85,0.41200000000000003,18,41,0.439,22,31,0.71,13,36,20,13,5,13,22,41,82,0.5,13,32,0.406,21,23,0.9129999999999999,11,49,27,8,10,22,27,0,0,112.4,118.5,97.9,0.365,0.48200000000000004,0.5579999999999999,42.4,57.1,13.3,10.0,0.518,11.6,25.5,0.259,0.579,19.3,67.6,0.256
7,8,2017-11-01,DEN,Home,TOR,W,129,111,47,88,0.534,16,32,0.5,19,29,0.655,9,43,35,9,4,12,20,42,85,0.494,11,31,0.355,16,25,0.64,9,38,20,7,4,13,25,1,1,129.3,111.2,99.8,0.33,0.364,0.64,53.1,74.5,9.0,7.4,0.625,10.6,23.7,0.21600000000000003,0.5589999999999999,11.9,79.1,0.188
8,9,2017-11-03,DEN,Home,MIA,W,95,94,36,80,0.45,9,23,0.391,14,25,0.56,13,41,17,9,6,17,16,36,77,0.46799999999999997,15,37,0.405,7,11,0.636,8,41,23,9,6,23,24,1,1,100.9,99.8,94.2,0.313,0.28800000000000003,0.522,50.0,47.2,9.6,15.0,0.506,15.7,28.3,0.175,0.565,21.9,77.8,0.091
9,10,2017-11-04,DEN,Home,GSW,L,108,127,40,87,0.46,6,24,0.25,22,27,0.815,9,46,26,9,6,17,18,50,91,0.5489999999999999,18,40,0.45,9,17,0.529,7,41,38,13,4,13,23,1,0,103.8,122.1,104.0,0.31,0.276,0.546,52.9,65.0,8.6,11.8,0.494,14.7,20.9,0.253,0.648,11.7,84.1,0.099
10,11,2017-11-07,DEN,Home,BRK,W,112,104,44,93,0.473,9,34,0.265,15,20,0.75,9,47,26,16,9,19,21,38,89,0.42700000000000005,11,35,0.314,17,22,0.773,8,47,22,12,6,25,16,1,1,100.2,93.1,111.7,0.215,0.366,0.55,50.0,59.1,14.3,16.7,0.522,15.7,18.8,0.161,0.489,20.2,82.6,0.191
11,12,2017-11-09,DEN,Home,OKC,W,102,94,38,82,0.46299999999999997,9,27,0.33299999999999996,17,22,0.773,14,45,27,7,7,18,15,38,90,0.42200000000000004,11,30,0.36700000000000005,7,14,0.5,18,44,16,15,7,16,23,1,1,111.2,102.5,91.7,0.268,0.32899999999999996,0.556,50.6,71.1,7.6,11.7,0.518,16.4,35.0,0.207,0.483,14.3,63.3,0.078
12,13,2017-11-11,DEN,Home,ORL,W,125,107,46,87,0.529,12,29,0.414,21,27,0.778,13,50,29,9,4,12,16,41,87,0.47100000000000003,11,31,0.355,14,20,0.7,8,36,24,7,5,12,19,1,1,128.8,110.2,97.1,0.31,0.33299999999999996,0.632,58.1,63.0,9.3,7.1,0.598,10.8,31.7,0.24100000000000002,0.534,11.1,82.2,0.161
13,14,2017-11-13,DEN,Away,POR,L,82,99,30,84,0.35700000000000004,9,32,0.281,13,15,0.867,12,35,13,9,2,20,16,38,73,0.521,7,21,0.33299999999999996,16,18,0.889,8,43,22,12,5,21,18,0,0,87.8,106.0,93.4,0.179,0.381,0.45299999999999996,44.9,43.3,9.6,3.8,0.41100000000000003,18.1,25.5,0.155,0.568,20.6,74.2,0.21899999999999997
14,15,2017-11-17,DEN,Home,NOP,W,146,114,56,89,0.629,18,35,0.514,16,21,0.762,13,48,37,5,4,14,15,48,91,0.527,12,33,0.364,6,10,0.6,8,29,32,2,0,13,19,1,1,148.0,115.5,98.7,0.23600000000000002,0.39299999999999996,0.743,62.3,66.1,5.1,6.9,0.73,12.5,38.2,0.18,0.593,12.0,81.4,0.066
15,16,2017-11-19,DEN,Away,LAL,L,109,127,36,84,0.429,13,31,0.419,24,35,0.6859999999999999,17,47,18,8,8,21,15,53,100,0.53,12,32,0.375,9,16,0.563,13,46,36,11,5,15,27,0,0,104.9,122.3,103.9,0.41700000000000004,0.369,0.5479999999999999,50.5,50.0,7.7,11.8,0.506,17.4,34.0,0.28600000000000003,0.59,12.3,69.8,0.09
16,17,2017-11-20,DEN,Away,SAC,W,114,98,42,86,0.488,15,32,0.469,15,20,0.75,14,49,18,6,3,13,13,41,86,0.47700000000000004,8,20,0.4,8,9,0.889,5,34,18,11,6,12,19,0,1,121.8,104.7,93.6,0.233,0.37200000000000005,0.601,59.0,42.9,6.4,4.5,0.5760000000000001,12.1,32.6,0.174,0.523,11.8,87.5,0.09300000000000001
17,18,2017-11-22,DEN,Away,HOU,L,95,125,35,87,0.402,10,33,0.303,15,23,0.652,15,43,19,11,5,19,14,45,82,0.5489999999999999,18,41,0.439,17,23,0.7390000000000001,8,46,30,13,4,18,22,0,0,95.1,125.1,99.9,0.264,0.379,0.489,48.3,54.3,11.0,12.2,0.46,16.4,28.3,0.172,0.659,16.3,77.8,0.207
18,19,2017-11-24,DEN,Home,MEM,W,104,92,40,79,0.506,9,32,0.281,15,26,0.5770000000000001,15,50,24,9,4,21,18,36,73,0.493,9,24,0.375,11,16,0.688,3,23,28,10,3,18,21,1,1,111.4,98.5,93.4,0.32899999999999996,0.405,0.575,68.5,60.0,9.6,8.2,0.563,18.8,42.9,0.19,0.555,18.4,92.1,0.151
19,20,2017-11-28,DEN,Away,UTA,L,77,106,28,78,0.359,7,34,0.20600000000000002,14,16,0.875,12,42,13,6,4,17,13,42,87,0.483,14,32,0.43799999999999994,8,9,0.889,9,43,24,7,6,11,20,0,0,86.5,119.1,89.0,0.205,0.436,0.45299999999999996,49.4,46.4,6.7,7.3,0.40399999999999997,16.7,26.1,0.179,0.563,10.8,76.9,0.092
22,21,2017-11-30,DEN,Home,CHI,W,111,110,38,83,0.45799999999999996,12,31,0.387,23,31,0.742,11,44,22,7,4,12,19,44,82,0.537,9,24,0.375,13,21,0.619,6,40,25,4,4,11,27,1,1,116.4,115.3,95.4,0.373,0.373,0.574,52.4,57.9,7.3,6.9,0.53,11.0,24.4,0.27699999999999997,0.591,10.8,84.6,0.159
23,22,2017-12-02,DEN,Home,LAL,W,115,100,40,87,0.46,12,31,0.387,23,28,0.821,9,39,26,8,6,12,19,38,86,0.442,9,30,0.3,15,21,0.7140000000000001,17,52,21,5,2,21,24,1,1,116.9,101.7,98.4,0.322,0.35600000000000004,0.579,42.9,65.0,8.1,10.7,0.529,10.8,20.5,0.264,0.494,18.1,63.8,0.174
24,23,2017-12-04,DEN,Away,DAL,L,105,122,38,91,0.418,14,36,0.389,15,23,0.652,15,49,25,5,5,7,19,49,86,0.57,12,26,0.462,12,17,0.706,5,42,26,4,6,7,18,0,0,113.2,131.5,92.8,0.253,0.396,0.519,53.8,65.8,5.4,8.3,0.495,6.5,28.8,0.165,0.64,7.0,87.2,0.14
25,24,2017-12-06,DEN,Away,NOP,L,114,123,41,94,0.436,16,35,0.457,16,22,0.727,10,40,22,7,4,9,21,46,86,0.535,12,31,0.387,19,29,0.655,11,49,28,4,5,11,19,0,0,115.7,124.8,98.6,0.23399999999999999,0.37200000000000005,0.55,44.9,53.7,7.1,7.3,0.521,8.0,20.8,0.17,0.605,10.0,73.2,0.221
26,25,2017-12-08,DEN,Away,ORL,W,103,89,42,85,0.494,6,21,0.28600000000000003,13,16,0.813,6,44,21,7,7,12,20,33,83,0.39799999999999996,5,21,0.23800000000000002,18,23,0.7829999999999999,11,42,18,5,7,14,17,0,1,108.3,93.6,95.1,0.188,0.247,0.56,51.2,50.0,7.4,11.3,0.529,11.5,16.2,0.153,0.428,13.1,77.6,0.217
27,26,2017-12-10,DEN,Away,IND,L,116,126,43,95,0.45299999999999996,17,42,0.405,13,17,0.765,19,47,24,7,5,21,20,49,93,0.527,10,25,0.4,18,22,0.818,11,40,24,6,2,11,17,0,0,115.8,125.8,90.7,0.179,0.442,0.5660000000000001,54.0,55.8,7.0,7.4,0.542,17.0,39.6,0.13699999999999998,0.581,9.7,71.8,0.19399999999999998
28,27,2017-12-12,DEN,Away,DET,W,103,84,40,79,0.506,10,30,0.33299999999999996,13,14,0.929,6,44,27,8,3,17,15,28,79,0.354,9,25,0.36,19,22,0.8640000000000001,11,40,17,7,2,20,16,0,1,108.4,88.4,95.0,0.177,0.38,0.605,52.4,67.5,8.4,5.6,0.57,16.6,17.1,0.165,0.41100000000000003,18.4,77.6,0.24100000000000002
29,28,2017-12-13,DEN,Away,BOS,L,118,124,45,91,0.495,9,28,0.321,19,26,0.731,20,48,22,8,4,15,20,47,79,0.595,11,25,0.44,19,24,0.792,4,30,29,10,7,13,20,0,0,122.7,129.0,96.2,0.28600000000000003,0.308,0.5760000000000001,61.5,48.9,8.3,7.4,0.544,12.8,43.5,0.209,0.665,12.7,87.5,0.24100000000000002
30,29,2017-12-15,DEN,Home,NOP,W,117,111,46,100,0.46,16,36,0.444,9,14,0.643,11,48,30,12,4,15,17,43,91,0.473,15,34,0.441,10,14,0.7140000000000001,7,42,27,8,8,19,15,1,1,109.2,103.6,97.0,0.14,0.36,0.551,53.3,65.2,11.2,7.0,0.54,12.4,23.9,0.09,0.555,16.4,84.1,0.11
31,30,2017-12-18,DEN,Away,OKC,L,94,95,37,86,0.43,12,37,0.324,8,12,0.667,8,45,21,8,3,11,18,39,81,0.48100000000000004,7,24,0.292,10,15,0.667,6,40,13,9,5,10,13,0,0,103.0,104.1,91.3,0.14,0.43,0.515,52.9,56.8,8.8,5.3,0.5,10.8,19.0,0.09300000000000001,0.525,10.2,86.0,0.12300000000000001
32,31,2017-12-20,DEN,Home,MIN,L,104,112,36,72,0.5,13,28,0.46399999999999997,19,24,0.792,8,42,27,6,5,21,18,43,87,0.494,8,24,0.33299999999999996,18,19,0.9470000000000001,8,37,28,12,2,8,20,1,0,110.7,119.2,94.0,0.33299999999999996,0.389,0.63,53.2,75.0,6.4,7.9,0.59,20.3,21.6,0.264,0.54,7.7,81.0,0.207
33,32,2017-12-22,DEN,Away,POR,W,102,85,42,85,0.494,7,25,0.28,11,16,0.688,16,49,19,4,10,14,13,35,83,0.42200000000000004,6,22,0.273,9,16,0.563,10,34,15,6,4,9,19,0,1,117.6,98.0,86.7,0.188,0.294,0.5539999999999999,59.0,45.2,4.6,16.4,0.535,13.2,40.0,0.129,0.45799999999999996,9.1,76.7,0.10800000000000001
34,33,2017-12-23,DEN,Away,GSW,W,96,81,38,82,0.46299999999999997,7,28,0.25,13,15,0.867,10,45,25,10,4,18,14,32,84,0.381,3,27,0.111,14,17,0.8240000000000001,11,38,25,14,8,16,14,0,1,102.8,86.7,93.4,0.183,0.341,0.542,54.2,65.8,10.7,7.0,0.506,16.9,27.0,0.159,0.39899999999999997,14.9,76.1,0.16699999999999998
35,34,2017-12-26,DEN,Home,UTA,W,107,83,39,81,0.48100000000000004,11,30,0.36700000000000005,18,22,0.818,10,53,23,3,1,9,21,27,84,0.321,10,35,0.28600000000000003,19,23,0.826,12,42,19,7,0,7,22,1,1,122.7,95.2,87.2,0.272,0.37,0.59,55.8,59.0,3.4,2.0,0.5489999999999999,9.0,25.0,0.222,0.381,6.9,78.2,0.226
36,35,2017-12-27,DEN,Away,MIN,L,125,128,42,91,0.462,15,39,0.385,26,31,0.8390000000000001,11,48,26,3,2,9,24,47,90,0.522,12,29,0.414,22,30,0.733,7,42,27,4,7,6,26,0,0,124.7,127.7,90.8,0.341,0.429,0.597,53.3,61.9,3.0,3.3,0.544,7.9,23.9,0.28600000000000003,0.589,5.5,84.1,0.244
37,36,2017-12-30,DEN,Home,PHI,L,102,107,35,87,0.402,7,32,0.21899999999999997,25,34,0.735,10,48,18,10,9,13,12,45,93,0.484,8,24,0.33299999999999996,9,10,0.9,7,41,34,6,3,13,25,1,0,100.5,105.4,101.5,0.391,0.368,0.5,53.9,51.4,9.9,13.0,0.44299999999999995,11.3,22.7,0.287,0.527,11.8,84.4,0.09699999999999999
38,37,2018-01-03,DEN,Home,PHO,W,134,111,51,82,0.622,12,27,0.444,20,22,0.909,8,48,35,8,9,20,16,39,92,0.424,13,35,0.371,20,28,0.7140000000000001,14,35,26,12,1,12,18,1,1,132.6,109.8,101.1,0.268,0.32899999999999996,0.731,57.8,68.6,7.9,15.8,0.695,17.9,27.6,0.244,0.495,10.3,74.1,0.217
39,38,2018-01-05,DEN,Home,UTA,W,99,91,38,86,0.442,14,35,0.4,9,16,0.563,4,37,24,9,1,10,11,38,84,0.452,12,33,0.364,3,6,0.5,8,53,26,7,5,17,16,1,1,103.1,94.8,96.0,0.18600000000000003,0.40700000000000003,0.532,41.1,63.2,9.4,2.0,0.523,9.7,8.2,0.105,0.524,16.4,80.5,0.036000000000000004
40,39,2018-01-06,DEN,Away,SAC,L,98,106,35,76,0.461,13,34,0.382,15,21,0.7140000000000001,8,46,20,2,6,25,17,42,94,0.447,9,25,0.36,13,17,0.765,10,39,21,16,4,9,22,0,0,98.9,107.0,99.1,0.276,0.447,0.575,54.1,57.1,2.0,8.7,0.546,22.7,21.6,0.19699999999999998,0.495,8.1,79.2,0.138
41,40,2018-01-08,DEN,Away,GSW,L,114,124,47,95,0.495,8,19,0.42100000000000004,12,16,0.75,13,39,30,8,3,11,16,48,85,0.565,13,30,0.433,15,21,0.7140000000000001,10,43,33,7,10,16,15,0,0,116.2,126.3,98.1,0.168,0.2,0.5589999999999999,47.6,63.8,8.2,5.5,0.537,9.7,28.3,0.126,0.6409999999999999,14.5,72.2,0.17600000000000002
44,41,2018-01-10,DEN,Home,ATL,L,97,110,38,95,0.4,9,37,0.243,12,20,0.6,14,40,27,13,6,12,18,40,80,0.5,12,27,0.444,18,18,1.0,6,44,25,6,4,16,23,1,0,100.1,113.5,96.9,0.21100000000000002,0.389,0.467,47.6,71.1,13.4,11.3,0.447,10.4,26.9,0.126,0.575,15.4,81.3,0.225
45,42,2018-01-12,DEN,Home,MEM,W,87,78,27,70,0.386,7,22,0.318,26,32,0.813,12,47,15,8,3,14,18,30,77,0.39,7,24,0.292,11,14,0.7859999999999999,8,36,17,8,5,14,28,1,1,102.2,91.6,85.1,0.457,0.314,0.517,56.6,55.6,9.4,5.7,0.436,14.3,30.0,0.371,0.435,14.4,81.4,0.14300000000000002
46,43,2018-01-13,DEN,Away,SAS,L,80,112,29,83,0.349,7,28,0.25,15,17,0.882,11,41,18,9,4,15,16,41,79,0.519,14,27,0.519,16,18,0.889,6,43,23,9,3,15,17,0,0,86.0,120.4,93.0,0.205,0.337,0.442,48.8,62.1,9.7,7.7,0.392,14.2,22.9,0.18100000000000002,0.608,14.7,83.3,0.203
47,44,2018-01-16,DEN,Home,DAL,W,105,102,40,86,0.465,8,26,0.308,17,26,0.654,15,47,23,10,3,18,23,38,78,0.48700000000000004,8,27,0.29600000000000004,18,22,0.818,5,35,17,10,3,16,24,1,1,107.7,104.6,97.5,0.302,0.302,0.539,57.3,57.5,10.3,5.9,0.512,15.6,33.3,0.198,0.5379999999999999,15.4,86.5,0.231
48,45,2018-01-17,DEN,Away,LAC,L,104,109,42,97,0.433,5,25,0.2,15,18,0.833,20,54,23,13,7,19,25,40,87,0.46,10,30,0.33299999999999996,19,31,0.613,17,49,22,10,5,20,16,0,0,102.4,107.3,101.6,0.18600000000000003,0.258,0.496,52.4,54.8,12.8,12.3,0.45899999999999996,15.3,38.5,0.155,0.517,16.6,66.7,0.218
49,46,2018-01-19,DEN,Home,PHO,L,100,108,35,78,0.449,14,36,0.389,16,21,0.762,7,42,23,7,5,16,20,40,81,0.494,14,33,0.424,14,20,0.7,4,37,28,9,6,11,21,1,0,105.3,113.8,94.9,0.26899999999999996,0.462,0.573,53.2,65.7,7.4,10.4,0.5379999999999999,15.5,17.5,0.205,0.58,10.9,89.7,0.17300000000000001
50,47,2018-01-22,DEN,Home,POR,W,104,101,34,83,0.41,10,30,0.33299999999999996,26,33,0.7879999999999999,14,49,23,7,8,15,20,36,85,0.424,8,25,0.32,21,26,0.8079999999999999,11,44,19,11,6,11,22,1,1,109.8,106.6,94.7,0.39799999999999996,0.361,0.5329999999999999,52.7,67.6,7.4,13.3,0.47,13.3,29.8,0.313,0.47100000000000003,10.2,76.1,0.247
51,48,2018-01-25,DEN,Home,NYK,W,130,118,48,80,0.6,14,28,0.5,20,24,0.833,2,32,36,3,2,13,20,45,82,0.5489999999999999,8,21,0.381,20,24,0.833,3,33,32,9,5,10,20,1,1,131.0,118.9,99.2,0.3,0.35,0.718,49.2,75.0,3.0,3.3,0.688,12.6,6.3,0.25,0.598,9.8,90.9,0.244
52,49,2018-01-27,DEN,Home,DAL,W,91,89,34,81,0.42,12,33,0.364,11,15,0.733,9,53,23,6,8,14,21,34,85,0.4,11,31,0.355,10,19,0.526,8,43,17,8,5,8,15,1,1,99.5,97.3,91.5,0.185,0.40700000000000003,0.519,55.2,67.6,6.6,14.8,0.494,13.8,20.5,0.136,0.465,7.9,84.6,0.11800000000000001
53,50,2018-01-29,DEN,Home,BOS,L,110,111,42,93,0.452,10,33,0.303,16,21,0.762,15,47,31,4,3,10,14,43,91,0.473,17,36,0.47200000000000003,8,10,0.8,10,40,28,4,6,9,19,1,0,118.9,120.0,92.5,0.226,0.355,0.5379999999999999,54.0,73.8,4.3,5.5,0.505,8.9,33.3,0.172,0.5660000000000001,8.6,76.2,0.08800000000000001
54,51,2018-01-30,DEN,Away,SAS,L,104,106,40,86,0.465,10,23,0.435,14,14,1.0,10,38,22,11,6,13,14,46,92,0.5,9,24,0.375,5,5,1.0,13,43,33,4,9,16,15,0,0,111.4,113.6,93.3,0.163,0.267,0.564,46.9,55.0,11.8,8.8,0.523,12.4,25.0,0.163,0.5489999999999999,14.5,68.3,0.054000000000000006
55,52,2018-02-01,DEN,Home,OKC,W,127,124,50,97,0.515,15,38,0.395,12,17,0.706,9,43,32,3,10,11,17,51,98,0.52,9,28,0.321,13,17,0.765,9,40,34,5,6,7,18,1,1,124.0,121.1,102.4,0.175,0.392,0.608,51.8,64.0,2.9,14.3,0.593,9.5,22.5,0.124,0.5660000000000001,6.2,79.1,0.133
56,53,2018-02-03,DEN,Home,GSW,W,115,108,39,91,0.429,12,29,0.414,25,29,0.862,16,48,28,7,0,15,17,43,86,0.5,8,31,0.258,14,23,0.609,11,42,28,9,10,13,23,1,1,117.9,110.7,97.5,0.319,0.319,0.5539999999999999,53.3,71.8,7.2,0.0,0.495,12.6,34.0,0.275,0.547,11.9,74.4,0.163
57,54,2018-02-05,DEN,Home,CHO,W,121,104,46,81,0.568,18,34,0.529,11,13,0.846,5,41,30,10,2,11,15,39,77,0.506,11,26,0.423,15,24,0.625,5,36,21,7,1,10,16,1,1,131.8,113.3,91.8,0.16,0.42,0.698,53.2,65.2,10.9,3.9,0.679,11.3,13.9,0.136,0.578,10.3,87.8,0.195
58,55,2018-02-09,DEN,Away,HOU,L,104,130,42,88,0.47700000000000004,3,28,0.107,17,21,0.81,7,39,25,7,2,10,20,43,86,0.5,19,41,0.46299999999999997,25,34,0.735,11,48,26,5,7,11,16,0,0,105.4,131.7,98.7,0.239,0.318,0.535,44.8,59.5,7.1,4.4,0.494,9.3,15.9,0.193,0.61,9.8,74.4,0.29100000000000004
59,56,2018-02-10,DEN,Away,PHO,W,123,113,45,88,0.511,13,29,0.44799999999999995,20,22,0.909,6,37,20,10,5,13,23,46,84,0.5479999999999999,7,19,0.368,14,25,0.56,8,36,24,7,9,15,24,0,1,121.6,111.7,101.2,0.25,0.33,0.63,50.7,44.4,9.9,7.7,0.585,11.7,17.6,0.22699999999999998,0.589,13.6,79.5,0.16699999999999998
0,1,2017-10-18,DET,Home,CHO,W,102,90,41,96,0.42700000000000005,9,26,0.34600000000000003,11,12,0.917,9,47,24,14,3,8,21,29,73,0.397,9,30,0.3,23,29,0.7929999999999999,3,47,16,4,3,17,15,1,1,103.6,91.4,98.5,0.125,0.271,0.504,50.0,58.5,14.2,7.0,0.474,7.3,17.0,0.115,0.45899999999999996,16.5,92.7,0.315
1,2,2017-10-20,DET,Away,WAS,L,111,115,43,87,0.494,10,23,0.435,15,20,0.75,10,33,19,12,1,19,32,40,75,0.5329999999999999,6,17,0.353,29,35,0.8290000000000001,7,37,25,12,7,16,18,0,0,111.8,115.9,99.2,0.23,0.264,0.579,47.1,44.2,12.1,1.7,0.552,16.6,25.0,0.172,0.573,15.0,76.7,0.387
2,3,2017-10-21,DET,Away,NYK,W,111,107,44,91,0.484,9,30,0.3,14,15,0.9329999999999999,15,43,21,5,2,12,25,37,81,0.457,8,30,0.267,25,31,0.8059999999999999,12,39,20,6,2,12,21,0,1,121.8,117.4,91.2,0.165,0.33,0.569,52.4,47.7,5.5,3.9,0.5329999999999999,10.9,35.7,0.154,0.506,11.3,70.0,0.309
3,4,2017-10-23,DET,Home,PHI,L,86,97,33,85,0.38799999999999996,6,30,0.2,14,19,0.737,9,39,14,5,2,14,21,35,75,0.467,9,24,0.375,18,24,0.75,8,49,25,11,0,21,24,1,0,89.0,100.4,96.6,0.22399999999999998,0.353,0.461,44.3,42.4,5.2,3.9,0.424,13.0,18.0,0.165,0.527,19.7,78.9,0.24
4,5,2017-10-25,DET,Home,MIN,W,122,101,48,92,0.522,15,34,0.441,11,17,0.647,12,47,32,7,3,14,22,37,85,0.435,9,25,0.36,18,21,0.857,7,37,19,5,4,14,19,1,1,123.1,101.9,99.1,0.185,0.37,0.613,56.0,66.7,7.1,5.0,0.603,12.3,28.6,0.12,0.488,12.9,83.3,0.212
5,6,2017-10-28,DET,Away,LAC,W,95,87,36,88,0.409,9,28,0.321,14,21,0.667,12,50,16,11,6,12,20,28,84,0.33299999999999996,15,38,0.395,16,22,0.727,15,51,19,6,6,18,18,0,1,100.9,92.4,94.2,0.239,0.318,0.488,49.5,44.4,11.7,13.0,0.46,11.0,25.0,0.159,0.423,16.1,71.7,0.19
6,7,2017-10-29,DET,Away,GSW,W,115,107,43,93,0.462,12,27,0.444,17,17,1.0,17,37,22,16,0,13,9,44,77,0.5710000000000001,10,27,0.37,9,12,0.75,10,40,29,3,11,25,14,0,1,122.0,113.5,94.2,0.183,0.29,0.5720000000000001,48.1,51.2,17.0,0.0,0.527,11.5,36.2,0.183,0.636,23.3,66.7,0.11699999999999999
7,8,2017-10-31,DET,Away,LAL,L,93,113,41,94,0.436,10,33,0.303,1,3,0.33299999999999996,10,44,21,7,3,12,11,45,91,0.495,12,26,0.462,11,14,0.7859999999999999,11,53,30,9,5,14,14,0,0,95.5,116.0,97.4,0.032,0.35100000000000003,0.488,45.4,51.2,7.2,4.6,0.489,11.2,19.2,0.011000000000000001,0.56,12.6,75.6,0.121
8,9,2017-11-03,DET,Home,MIL,W,105,96,37,78,0.474,8,26,0.308,23,28,0.821,7,39,21,10,4,12,11,39,83,0.47,10,25,0.4,8,9,0.889,7,36,27,6,6,13,24,1,1,114.2,104.5,91.9,0.359,0.33299999999999996,0.581,52.0,56.8,10.9,6.9,0.526,11.7,19.4,0.295,0.53,13.0,82.1,0.096
9,10,2017-11-04,DET,Home,SAC,W,108,99,40,79,0.506,13,24,0.542,15,22,0.682,8,35,28,10,3,14,19,40,76,0.526,10,21,0.47600000000000003,9,13,0.6920000000000001,3,32,24,6,1,17,23,1,1,115.4,105.8,93.6,0.278,0.304,0.609,52.2,70.0,10.7,5.5,0.589,13.6,21.6,0.19,0.5920000000000001,17.2,90.0,0.11800000000000001
10,11,2017-11-08,DET,Home,IND,W,114,97,43,83,0.518,12,27,0.444,16,25,0.64,8,50,25,3,5,15,22,38,88,0.43200000000000005,7,24,0.292,14,18,0.778,7,38,22,8,3,15,24,1,1,113.0,96.1,100.9,0.301,0.325,0.606,56.8,58.1,3.0,7.8,0.59,13.8,20.5,0.193,0.47200000000000003,13.5,85.7,0.159
11,12,2017-11-10,DET,Home,ATL,W,111,104,39,89,0.43799999999999994,12,30,0.4,21,27,0.778,20,51,23,7,5,17,18,44,89,0.494,8,24,0.33299999999999996,8,11,0.727,11,45,28,11,7,15,21,1,1,115.2,107.9,96.4,0.303,0.337,0.55,53.1,59.0,7.3,7.7,0.506,14.4,37.0,0.23600000000000002,0.539,13.8,73.8,0.09
12,13,2017-11-12,DET,Home,MIA,W,112,103,42,87,0.483,14,28,0.5,14,20,0.7,11,54,24,2,5,13,17,39,90,0.433,13,37,0.35100000000000003,12,16,0.75,7,39,25,8,5,9,22,1,1,115.8,106.5,96.7,0.23,0.322,0.585,58.1,57.1,2.1,9.4,0.563,11.9,25.6,0.161,0.506,8.5,86.0,0.133
13,14,2017-11-15,DET,Away,MIL,L,95,99,30,85,0.353,15,37,0.405,20,23,0.87,17,45,23,7,3,16,20,38,78,0.48700000000000004,8,22,0.364,15,21,0.7140000000000001,11,43,24,10,16,15,19,0,0,106.1,110.5,89.6,0.271,0.435,0.499,51.1,76.7,7.8,5.4,0.441,14.4,34.7,0.235,0.5379999999999999,14.7,71.8,0.192
14,15,2017-11-17,DET,Away,IND,L,100,107,39,93,0.419,14,33,0.424,8,10,0.8,11,43,20,4,8,11,18,39,89,0.43799999999999994,15,28,0.536,14,21,0.667,13,51,22,4,5,10,13,0,0,107.0,114.5,93.5,0.10800000000000001,0.355,0.513,45.7,51.3,4.3,13.1,0.495,10.1,22.4,0.086,0.522,9.2,71.1,0.157
15,16,2017-11-19,DET,Away,MIN,W,100,97,39,83,0.47,8,25,0.32,14,20,0.7,11,37,25,10,2,19,21,40,78,0.513,5,22,0.22699999999999998,12,18,0.667,6,38,23,11,4,20,20,0,1,102.3,99.2,97.8,0.24100000000000002,0.301,0.545,49.3,64.1,10.2,3.6,0.518,17.1,25.6,0.16899999999999998,0.545,18.9,81.3,0.154
16,17,2017-11-20,DET,Home,CLE,L,88,116,34,77,0.442,13,30,0.433,7,13,0.5379999999999999,7,34,23,7,2,14,19,42,80,0.525,16,33,0.485,16,17,0.941,7,42,28,4,2,11,14,1,0,98.9,130.4,89.0,0.16899999999999998,0.39,0.532,44.7,67.6,7.9,4.3,0.526,14.5,16.7,0.091,0.625,11.2,79.4,0.2
